Country Name,Country Code,Indicator Name,Indicator Code,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Qatar,QAT,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,33.17056715,32.99157674,32.83942552,32.70843553,32.62290623,32.56230587,32.8092161,31.73427908,28.31990227,25.20778996,23.56750125,23.39421738,24.25071666,25.12461402,25.73717242,25.94943456,25.4071751,24.74106188,24.64720947,25.08394011,25.73928375,26.76295358,27.3510398,27.32502925,27.4899986
Romania,ROU,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.46511644,51.51432639,51.55857634,51.60323228,51.62717565,51.62117132,51.60489647,51.58630671,51.57036302,51.56040017,51.55854291,51.56502503,51.57401612,51.57803661,51.57961532,51.58218061,51.58343467,51.57908798,51.57072849,51.57061683,51.5804352,51.59399783,51.62109548,51.65196476,51.62848645
Rwanda,RWA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.61949778,51.74266788,51.85834407,51.97163987,52.04842011,52.02587724,51.94621657,51.87375246,51.80887601,51.74996388,51.69640225,51.64766859,51.60330782,51.56385614,51.51685363,51.45887662,51.40454051,51.35448815,51.30749158,51.264319,51.22157154,51.1797559,51.14127391,51.10463703,51.06926202
South Asia,SAS,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.40689342,48.40719715,48.40850846,48.4127448,48.42121655,48.43247602,48.44526939,48.46056997,48.48102953,48.50401117,48.52948745,48.55525446,48.57703533,48.59765879,48.61751768,48.63646128,48.65356813,48.67708148,48.7070437,48.73322276,48.75668029,48.77991015,48.80189314,48.82359308,48.84662444
Saudi Arabia,SAU,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,42.81962996,42.82807052,42.83647347,42.84219604,42.85529395,42.88922993,42.98954247,43.02630205,42.94937491,42.86617368,42.77806245,42.68982116,42.65894971,42.69994191,42.75278172,42.79668341,42.83634989,42.67421333,42.26973567,42.00991357,41.92867164,41.84308351,41.97630104,42.2363915,42.37870384
Sudan,SDN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.58449238,49.65571724,49.68666789,49.71572056,49.74418503,49.77478253,49.81502555,49.85995026,49.88996131,49.90652,49.92205423,49.93502671,49.94412111,49.95194311,49.96101797,49.97294579,49.98665387,49.99712872,50.00450134,50.01035157,50.01506581,50.01944042,50.02432467,50.03040265,50.03647209
Senegal,SEN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.59343352,50.6391369,50.67469666,50.70336396,50.72493235,50.74362902,50.7609015,50.77505065,50.78833747,50.80201099,50.81613812,50.83036703,50.84473646,50.85931991,50.87402479,50.89073158,50.90191283,50.90413669,50.90202555,50.89503465,50.88411753,50.87353549,50.85868198,50.8372717,50.82107769
Singapore,SGP,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.04705877,48.9422236,48.90329638,48.98922364,49.13828645,49.28758737,49.43865927,49.45513285,49.21346602,48.86806557,48.54819835,48.25172271,48.02873582,47.92382394,47.87637254,47.83124667,47.78813471,47.75627263,47.74212163,47.73599108,47.73110911,47.7265378,47.71437404,47.69460332,47.70331923
Solomon Islands,SLB,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.28872092,48.30104788,48.33037969,48.38292896,48.43286893,48.4805384,48.52485772,48.56700505,48.60689459,48.64303564,48.67664985,48.70820885,48.73647746,48.76228281,48.78532064,48.8051308,48.82192927,48.83736493,48.8509828,48.86286306,48.87379427,48.8837662,48.89386581,48.90407727,48.92809755
Sierra Leone,SLE,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.30974331,50.34033534,50.35236178,50.32408254,50.29412778,50.26151641,50.22802729,50.19314367,50.15699406,50.1229382,50.09351717,50.066679,50.04227323,50.02001547,49.99958018,49.98168664,49.96578761,49.95155694,49.93959764,49.92861669,49.91982859,49.91251211,49.90548909,49.89882599,49.89154885
El Salvador,SLV,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.76368795,51.79999433,51.83660872,51.87467801,51.91597456,51.96365464,52.01829793,52.07968377,52.14604977,52.18273727,52.18856845,52.19328315,52.1972727,52.20156129,52.20631592,52.21275334,52.22252069,52.23809217,52.26155946,52.29206846,52.32449092,52.34975161,52.36677048,52.38182645,52.39347566
San Marino,SMR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.27130053,51.15891532,51.08302576,51.05908176,51.06725303,51.05765533,51.03289451,50.99972889,50.94963116,50.9449493,50.97068404,50.99327087,51.05353075,51.28481305,51.42158638,51.3684843,51.35823175,51.36133452,51.37140155,51.36246183,51.32333997,51.28152613,51.29532155,51.3439028,51.33986928
Somalia,SOM,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.06717255,50.04411127,50.02226117,50.00159303,49.98224969,49.96488623,49.94995727,49.93597198,49.92340732,49.91339341,49.90490936,49.89520493,49.88959102,49.88603842,49.88118479,49.87756842,49.87477492,49.87321186,49.87307287,49.87351843,49.87285783,49.87032344,49.86718281,49.86617801,49.86539858
Serbia,SRB,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.65370861,51.69128555,51.72583012,51.75147923,51.77399706,51.78553611,51.79027634,51.80273285,51.82356373,51.85065455,51.87640639,51.9019817,51.92846694,51.95187771,51.97244232,51.9926319,52.01036326,52.02377925,52.03506124,52.0413724,52.04318965,52.04786993,52.06172053,52.07315731,52.06908943
South Sudan,SSD,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.5767876,51.58292658,51.49251608,51.40060155,51.31212516,51.22285486,51.13298706,51.04684356,50.96447271,50.88834726,50.81899272,50.75692688,50.69398386,50.63696848,50.5924439,50.55441498,50.54476458,50.54451377,50.54324896,50.55851696,50.56219,50.54263794,50.51895457,50.49823823,50.47689194
Sao Tome and Principe,STP,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.19743902,50.1798206,50.16491086,50.15520519,50.14315174,50.13007115,50.12143541,50.11813459,50.11796651,50.11863758,50.11608929,50.11452439,50.11639526,50.10427641,50.08898296,50.08231961,50.07822904,50.07507806,50.07281364,50.07402565,50.07807177,50.08224642,50.09490443,50.11138153,50.12402146
Suriname,SUR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.87883027,49.79700632,49.71899674,49.6429993,49.57108214,49.50653063,49.50330218,49.55445353,49.60260372,49.64769124,49.69022621,49.73027128,49.77072956,49.81200624,49.85155283,49.88855336,49.92364161,49.95577566,49.99458254,50.04161284,50.0869946,50.11885704,50.14438322,50.18034699,50.22587535
Slovak Republic,SVK,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.36200701,51.38919589,51.41549913,51.42566032,51.42271757,51.42048119,51.41314372,51.40289444,51.39423886,51.3852865,51.37629152,51.36047517,51.34140683,51.32243627,51.30088405,51.2847803,51.27217681,51.25264451,51.22820856,51.20688486,51.18728709,51.17163349,51.16681734,51.17346615,51.13734446
Slovenia,SVN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.43538709,51.39057757,51.34989536,51.31428352,51.26504272,51.19465007,51.11928451,51.03702255,50.9516431,50.86967417,50.7859017,50.69403367,50.59945452,50.54189081,50.51600644,50.4921409,50.46809101,50.39377912,50.27506914,50.15802576,50.04112209,49.9233045,49.80277582,49.74200367,49.7314425
Sweden,SWE,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.5856909,50.57540641,50.557674,50.53323979,50.50324826,50.47345837,50.44343996,50.41211975,50.37822694,50.33697167,50.29156691,50.24566698,50.19810314,50.14915413,50.0968869,50.04179737,49.98728906,49.93200058,49.87593583,49.81979859,49.76524011,49.71362268,49.66667371,49.62773346,49.60242563
Eswatini,SWZ,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.77872533,51.79846225,51.81262227,51.82735482,51.84909912,51.86688289,51.87508679,51.87883786,51.88678107,51.89887898,51.82388725,51.65588016,51.49056295,51.34059063,51.19790111,51.06297935,50.93807872,50.82182769,50.71272026,50.61186913,50.51782618,50.42796207,50.37364853,50.36111756,50.38854261
Sint Maarten (Dutch part),SXM,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.9190167,51.03847907,51.17255404,51.28120786,51.38352849,51.50435599,51.64186762,51.7908173,51.9504605,52.1128952,52.28617205,52.46772274,52.64575892,52.72749107,50.33723214,47.95607077,47.6342711,47.37470464,47.12668698,47.10980589,47.06717796,46.83806422,46.63350221,46.47836156,46.46519525
Seychelles,SYC,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.89699217,49.82177514,49.72020984,49.62220964,49.55175718,49.44731553,49.30295697,49.17271171,49.04182885,48.90687801,48.76399982,48.61254531,48.4422513,48.25476675,48.07625723,47.91860537,47.80155305,47.71563886,47.63501413,47.55281846,47.47092657,47.38102766,47.3258789,47.30865682,47.35338599
Syrian Arab Republic,SYR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.37249936,49.38503073,49.39971133,49.41401061,49.42732825,49.44079263,49.44994215,49.454881,49.47065432,49.49704644,49.50841851,49.50965354,49.51536566,49.52163663,49.54451727,49.58587067,49.63395202,49.68234608,49.72926958,49.78571511,49.84157779,49.87657881,49.89714092,49.91111811,49.92766861
Turks and Caicos Islands,TCA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.72092349,48.7377669,48.73026035,48.71284094,48.73774153,48.81089287,48.8740216,48.95186497,49.01305317,49.05588549,49.09561666,49.14453658,49.20608222,49.26336968,49.30956018,49.33916771,49.35543804,49.3896765,49.4326204,49.46039554,49.49743293,49.53806871,49.57990785,49.61874363,49.66194779
Chad,TCD,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.29660344,50.25552222,50.21766802,50.1810558,50.14236224,50.10332342,50.06753522,50.03466263,50.00494906,49.97938492,49.95547212,49.93192491,49.90928333,49.88971994,49.8726294,49.8582331,49.84658826,49.83745011,49.82659344,49.81576817,49.80906435,49.80536206,49.8036342,49.80407154,49.80621853
Togo,TGO,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.21103793,50.19438403,50.17758462,50.16004506,50.14035684,50.12017153,50.09744452,50.07277299,50.04638898,50.01963609,49.9920289,49.96518001,49.93870072,49.91093062,49.88402016,49.85883511,49.83586894,49.81470526,49.79524507,49.77779249,49.76323773,49.75170731,49.7421049,49.73552398,49.73018067
Thailand,THA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.62676515,50.68897379,50.73076792,50.75035006,50.76377966,50.7776253,50.7921601,50.80801126,50.82554798,50.84391799,50.86362351,50.88433371,50.91382603,50.95182493,50.99010552,51.02931502,51.06990768,51.11207228,51.15778049,51.20589941,51.2548286,51.3048979,51.35481777,51.40576396,51.45392076
Tajikistan,TJK,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.78042913,50.87543309,50.90712607,50.8416227,50.75832097,50.6767037,50.59533577,50.51291321,50.4281949,50.34151592,50.2522108,50.16146274,50.07735071,50.0050804,49.94089022,49.88345269,49.83488559,49.79500973,49.76254161,49.73650289,49.71450895,49.69587136,49.6868296,49.68091492,49.67508096
Turkmenistan,TKM,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.79143327,50.77471424,50.76038512,50.74639263,50.73247998,50.72027919,50.71038335,50.69951031,50.68801575,50.67665109,50.66180295,50.64357801,50.62359884,50.60238087,50.57918743,50.55570094,50.53609721,50.51989697,50.50331759,50.48808027,50.47725779,50.47055901,50.46497541,50.46040945,50.45913631
Timor-Leste,TLS,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.4319197,48.51491203,48.59977686,48.6575043,48.69591124,48.73214268,48.75743798,48.76092655,48.75060831,48.73685698,48.7208027,48.70187886,48.70517398,48.75918259,48.83569663,48.90556194,48.96913481,49.00005225,49.00143888,49.00167708,49.00142252,49.00081066,49.0019577,49.00616378,49.00767616
Tonga,TON,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.1370889,49.15867506,49.17984854,49.20259665,49.2206466,49.22708553,49.2335961,49.2412409,49.24851681,49.31075226,49.43609023,49.5529381,49.64752335,49.74398528,49.84093319,49.94163733,50.04314145,50.13757751,50.22656967,50.30783095,50.38611507,50.4578327,50.50734414,50.537178,50.54371222
Trinidad and Tobago,TTO,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.47967143,50.48170283,50.48337228,50.49242959,50.50870603,50.52705925,50.54497154,50.56589303,50.58089837,50.59005922,50.60385424,50.62386213,50.64468736,50.66041323,50.67097695,50.68184232,50.696062,50.71830333,50.74448898,50.76149376,50.58812036,50.53162758,50.65201196,50.65823842,50.68143045
Tunisia,TUN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.7776721,49.81885596,49.86051188,49.9021873,49.94533195,49.99114167,50.04318308,50.08598098,50.11544745,50.14524505,50.17399194,50.20277242,50.23277975,50.2502237,50.2691737,50.30228444,50.33557769,50.36914964,50.40411472,50.43978115,50.47613597,50.51399607,50.55940676,50.60693409,50.64491539
Turkiye,TUR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.69404522,49.70008126,49.70486191,49.71056837,49.71707186,49.72500546,49.73337272,49.74171278,49.74975838,49.75714595,49.76429292,49.77137551,49.77797973,49.78516149,49.792928,49.79958438,49.80552238,49.81231993,49.82130945,49.83061604,49.83928497,49.84893932,49.86300658,49.8795311,49.89242188
Tuvalu,TUV,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.82001246,50.67427386,50.51877983,50.35859058,50.18212093,50.0103434,49.82126443,49.65698144,49.50149551,49.32505666,49.11409657,48.93351268,48.77725118,48.61682243,48.46139672,48.36050559,48.37141022,48.36811621,48.32288979,48.30070188,48.33870225,48.38444688,48.48676484,48.63441628,48.73585573
Tanzania,TZA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.57205036,50.57181583,50.55433101,50.55354635,50.56879619,50.59083003,50.61896262,50.6440915,50.66784836,50.69074951,50.72253467,50.7872993,50.84060313,50.85443648,50.85711992,50.84606026,50.83000633,50.78197264,50.71261978,50.65866278,50.62986178,50.62274167,50.61066031,50.59211175,50.57703205
Uganda,UGA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.11593228,51.09838819,51.08059521,51.06086521,51.03746747,51.00894959,50.97554771,50.94042965,50.90793257,50.87667134,50.84473014,50.81431862,50.78535074,50.75688666,50.73080076,50.70752691,50.68204762,50.65404827,50.62690107,50.59855706,50.56988377,50.54235155,50.51619527,50.49341845,50.47293643
Ukraine,UKR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,53.65436136,53.66601001,53.69022615,53.72512725,53.75826521,53.78043943,53.80563875,53.84082446,53.87058611,53.89326615,53.91129966,53.91047998,53.89056809,53.86463622,53.82521331,53.78309699,53.74430028,53.71136692,53.69190662,53.67574188,53.66314641,53.67527662,53.69556671,53.71772601,54.08092326
Uruguay,URY,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.47904347,51.51433548,51.55429886,51.60255915,51.65629751,51.710379,51.759475,51.78476428,51.78819859,51.78743581,51.78302618,51.77623293,51.76798897,51.7582059,51.74660863,51.73318191,51.71744708,51.69794564,51.6745436,51.64943604,51.62536672,51.60591983,51.585787,51.56549707,51.54914377
United States,USA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.8371573,50.80189226,50.76924155,50.7514309,50.75104876,50.75429163,50.74864852,50.74040636,50.73521275,50.73482643,50.73755399,50.74140819,50.74507851,50.72283915,50.67721161,50.63412507,50.59411901,50.5577485,50.52253109,50.48927878,50.46116045,50.43700824,50.43656211,50.4620718,50.48679896
Uzbekistan,UZB,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.92758106,49.95286698,49.98309767,50.00879064,50.02824188,50.04622112,50.06319249,50.07372215,50.07517969,50.07276558,50.06711194,50.05757985,50.04499685,50.03088364,50.01687453,50.0054934,49.99642981,49.98613383,49.97758283,49.97528931,49.97668074,49.97924611,49.97550904,49.96722704,49.95936485
St. Vincent and the Grenadines,VCT,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.09122761,49.05916926,49.03657754,49.01400023,48.99691494,48.97531563,48.94323671,48.90711602,48.87863803,48.85494117,48.83335146,48.81646031,48.79880704,48.78062243,48.76807639,48.76407631,48.76814576,48.78195376,48.79439049,48.81429478,48.84547069,48.88109489,48.93244896,49.00030671,49.08223342
"Venezuela, RB",VEN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.86751302,49.87383465,49.88502206,49.90475359,49.92418952,49.94216708,49.96165201,49.98073216,50.00349973,50.03025784,50.06199829,50.09533007,50.1240605,50.14941319,50.17563031,50.20095334,50.22479522,50.24982545,50.28217589,50.32047283,50.36441951,50.41409227,50.46144405,50.50752899,50.54433487
British Virgin Islands,VGB,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.62414173,48.62657,48.63211301,48.74376725,49.0276212,49.35401692,49.64560863,49.89573137,50.11717305,50.33146759,50.53417576,50.70995415,50.80926114,50.9191045,51.03972415,51.090484,51.17531324,51.29401348,51.40388043,51.50365935,51.60046151,51.69879124,51.79553543,51.87969925,51.88308577
Virgin Islands (U.S.),VIR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,52.04551409,52.14371169,52.2401442,52.27487362,52.24599675,52.21180374,52.1757867,52.14733145,52.12929756,52.12145681,52.12993745,52.16545972,52.19799891,52.21937808,52.25773816,52.30640604,52.37031233,52.45858584,52.56558114,52.6857861,52.8140877,52.94269335,53.0863583,53.23555564,53.38561303
Vietnam,VNM,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.09167017,51.08702015,51.07404144,51.04015864,51.00476539,50.96954833,50.93442356,50.89838427,50.8622674,50.82715636,50.79385211,50.76900789,50.75184577,50.73497113,50.71726706,50.69908531,50.68168857,50.66620966,50.65322042,50.64216359,50.63309408,50.62637875,50.61892668,50.61335753,50.60307563
Vanuatu,VUT,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.99884209,49.02524649,49.06546435,49.1153811,49.15918367,49.20003088,49.24113322,49.28365314,49.3215146,49.35689417,49.39218301,49.43113785,49.46934851,49.50376849,49.5384998,49.57121282,49.60044753,49.62595591,49.64585584,49.66079679,49.6750735,49.68922879,49.69857388,49.70623901,49.71322764
Samoa,WSM,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,47.8764864,47.92904929,47.97997913,48.0299682,48.09194663,48.16741357,48.24296949,48.31518455,48.38128832,48.44076481,48.49546632,48.54536795,48.593018,48.64095421,48.68617633,48.72936246,48.771542,48.8134361,48.85328689,48.88985214,48.92823592,48.96486633,48.99106216,49.0085206,49.01790613
Kosovo,XKX,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.77311061,48.67982753,48.69389662,48.73745827,48.80933687,48.94056567,49.07634866,49.21651462,49.35881813,49.50409397,49.65586652,49.81702018,49.98970747,50.08119653,50.08540299,50.09046478,50.09863264,50.10732627,50.11358165,50.11913383,50.12374544,50.12760403,50.13820571,50.15574525,50.1637029
"Yemen, Rep.",YEM,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.63307013,49.60898288,49.5856501,49.56276184,49.54005851,49.5183344,49.4972799,49.47748127,49.46098337,49.44636712,49.43112874,49.41730381,49.40582638,49.39475443,49.38446748,49.37444416,49.36489003,49.36568929,49.37434588,49.38303223,49.40338604,49.42868017,49.44568286,49.46148677,49.48096862
South Africa,ZAF,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,52.66639094,52.59963505,52.5318806,52.47101009,52.41070185,52.34209188,52.26841562,52.19368235,52.12082392,52.05204031,51.98714895,51.92585597,51.86338703,51.79766348,51.73323159,51.67185177,51.57883535,51.40100927,51.40542191,51.510094,51.47798028,51.4384952,51.39481738,51.34953371,51.30052759
Zambia,ZMB,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.91314312,51.89251113,51.84807893,51.77003176,51.68635366,51.60636588,51.52309967,51.42859366,51.32306406,51.21521217,51.11154888,51.01859599,50.94362811,50.89585494,50.8602641,50.82608597,50.79119417,50.76178144,50.73598675,50.71160028,50.69091298,50.67376108,50.661699,50.65504895,50.65539829
Zimbabwe,ZWE,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,52.43747946,52.45292646,52.49886858,52.53953118,52.57157409,52.61237573,52.67591221,52.76856718,52.80903679,52.8335655,52.8939399,52.95044642,53.00409953,53.06147768,53.08218845,53.05831866,53.02870945,52.99988972,52.97311147,52.94839348,52.92375512,52.90019778,52.86932727,52.83284659,52.78585502
Aruba,ABW,"Population ages 65 and above, total",SP.POP.65UP.TO,5620,5883,6165,6484,6816,7139,7477,7828,8166,8498,8846,9225,9642,10109,10623,11169,11741,12352,13005,13690,14421,15189,15921,16560,17182
Afghanistan,AFG,"Population ages 65 and above, total",SP.POP.65UP.TO,422731,440223,446519,449855,480661,519460,540942,561314,585793,597256,612481,639527,663424,694340,728754,758025,788186,812047,830919,855377,883085,913174,941940,964014,984763
Angola,AGO,"Population ages 65 and above, total",SP.POP.65UP.TO,359225,378146,397810,418137,439054,460583,482399,503693,524490,544990,565384,585995,607169,628850,651074,672911,693611,716362,742232,770035,800457,833428,865789,895190,925334
Albania,ALB,"Population ages 65 and above, total",SP.POP.65UP.TO,227498,234216,241623,249263,259583,270520,281761,292713,302864,312345,321315,329793,338334,347549,357357,367497,378419,389858,401830,413811,425666,438134,449008,456453,462287
Andorra,AND,"Population ages 65 and above, total",SP.POP.65UP.TO,7768,8093,8406,8652,8839,9044,9254,9450,9395,9062,8673,8235,7742,7625,7936,8297,8668,9032,9380,9735,10134,10568,11030,11488,11948
United Arab Emirates,ARE,"Population ages 65 and above, total",SP.POP.65UP.TO,27208,28242,29399,30598,31702,32580,33115,33100,30895,25463,18743,13729,14927,21243,28689,37483,47871,60097,74462,91391,111481,135505,153610,164678,172674
Argentina,ARG,"Population ages 65 and above, total",SP.POP.65UP.TO,3482773,3547653,3611400,3674270,3737901,3797532,3858383,3927656,4001472,4074276,4149779,4234472,4288391,4383484,4485650,4589823,4691726,4793031,4890848,4990474,5098961,5213159,5321539,5415468,5510419
Armenia,ARM,"Population ages 65 and above, total",SP.POP.65UP.TO,276149,281614,287671,296387,306839,317523,326667,333381,336492,333888,325555,314783,305993,301492,300503,301041,302814,306741,312965,320727,329337,339156,348117,355721,365584
American Samoa,ASM,"Population ages 65 and above, total",SP.POP.65UP.TO,1793,1808,1852,1916,1978,2043,2102,2143,2170,2193,2203,2195,2216,2268,2324,2393,2465,2542,2627,2714,2802,2889,2981,3082,3216
Antigua and Barbuda,ATG,"Population ages 65 and above, total",SP.POP.65UP.TO,5465,5446,5448,5468,5494,5515,5539,5582,5641,5715,5808,5925,6085,6284,6496,6713,6957,7253,7608,7979,8325,8686,9085,9501,9956
Australia,AUS,"Population ages 65 and above, total",SP.POP.65UP.TO,2271717,2311634,2353586,2403350,2450611,2499688,2549088,2603292,2660950,2730447,2806247,2895685,2988873,3091231,3211201,3330655,3442656,3554505,3671171,3792057,3911979,4037189,4164775,4256298,4390981
Austria,AUT,"Population ages 65 and above, total",SP.POP.65UP.TO,1226129,1230840,1234825,1241307,1247289,1254514,1283726,1332035,1377293,1410610,1436181,1460838,1474940,1486532,1511436,1541634,1569952,1594112,1614979,1636075,1657643,1680979,1707529,1741111,1791056
Azerbaijan,AZE,"Population ages 65 and above, total",SP.POP.65UP.TO,412611,425403,444193,465873,488752,510175,526506,535994,538114,531827,523343,514469,504783,499141,499123,504638,515001,529553,548103,570029,595422,625620,653178,680911,723205
Burundi,BDI,"Population ages 65 and above, total",SP.POP.65UP.TO,148709,151177,153333,156395,160274,164940,170668,176412,181989,187834,194799,204009,212430,218463,224772,231655,237756,244060,252811,263515,276323,290066,301439,310791,319917
Belgium,BEL,"Population ages 65 and above, total",SP.POP.65UP.TO,1691052,1708094,1722393,1736652,1752532,1768342,1785231,1799117,1805200,1811099,1826061,1848406,1874387,1917219,1954648,1986841,2019392,2053275,2083729,2113278,2146407,2184259,2216291,2251012,2302276
Benin,BEN,"Population ages 65 and above, total",SP.POP.65UP.TO,219801,224613,229660,234899,240281,245937,252089,259095,266439,274030,282432,291292,300446,309588,318198,325801,331269,338017,347677,357773,368470,379819,390528,399834,409209
Burkina Faso,BFA,"Population ages 65 and above, total",SP.POP.65UP.TO,340163,344301,349070,354543,360715,367648,375225,383390,392155,401470,411785,423462,436141,449453,462588,472149,479095,487587,497901,509615,522845,537466,551283,562950,574422
Bangladesh,BGD,"Population ages 65 and above, total",SP.POP.65UP.TO,4471046,4660081,4858863,5047659,5238885,5430907,5619654,5801071,5972031,6126574,6271781,6422905,6598690,6793764,6995078,7184539,7363770,7587423,7871137,8204441,8587684,9010488,9430760,9868578,10347220
Bulgaria,BGR,"Population ages 65 and above, total",SP.POP.65UP.TO,1339413,1355851,1371852,1363803,1350344,1351536,1351520,1350605,1349382,1349076,1350219,1354660,1363556,1380650,1402116,1425387,1450544,1472037,1487960,1500626,1515261,1531179,1543867,1542066,1446752
Bahrain,BHR,"Population ages 65 and above, total",SP.POP.65UP.TO,16412,16991,17526,18058,18590,19219,20095,21139,22187,23158,24077,25015,25918,26608,27373,29986,34562,37774,39127,40268,41657,44051,47236,51049,55291
"Bahamas, The",BHS,"Population ages 65 and above, total",SP.POP.65UP.TO,15194,15685,16306,16941,17520,18111,18772,19491,20222,20984,21736,22439,23116,23851,24715,25631,26583,27604,28627,29655,30846,32234,33651,34949,36452
Bosnia and Herzegovina,BIH,"Population ages 65 and above, total",SP.POP.65UP.TO,432967,453515,474164,494017,512486,529478,545106,556799,565220,566051,559119,550454,541271,533043,527871,528566,532979,538337,545607,555061,566751,579080,588780,593454,594962
Belarus,BLR,"Population ages 65 and above, total",SP.POP.65UP.TO,1358173,1370487,1384733,1405105,1424802,1441816,1454368,1458049,1452324,1436756,1412422,1384269,1358572,1345261,1349270,1366955,1392156,1417828,1442186,1466424,1494228,1527484,1552638,1565548,1582463
Belize,BLZ,"Population ages 65 and above, total",SP.POP.65UP.TO,8826,9156,9480,9774,10036,10306,10593,10898,11231,11583,11964,12401,12821,13216,13671,14205,14780,15381,16021,16693,17396,18139,18979,19825,20615
Bermuda,BMU,"Population ages 65 and above, total",SP.POP.65UP.TO,6169,6363,6573,6813,7035,7258,7488,7702,7859,8024,8248,8484,8670,8936,9336,9735,10091,10426,10671,10956,11363,11746,12154,12550,12966
Bolivia,BOL,"Population ages 65 and above, total",SP.POP.65UP.TO,407207,423120,437610,445069,446453,448594,451578,455531,460433,466278,473201,481381,490721,501024,511753,521892,531196,540741,551201,562383,574333,587231,594231,593121,592854
Brazil,BRA,"Population ages 65 and above, total",SP.POP.65UP.TO,9053344,9366429,9679708,10005125,10346447,10699609,11070563,11461295,11866962,12281410,12702881,13130573,13563871,14006244,14474138,14989905,15579806,16222681,16883570,17573065,18296251,19050736,19807547,20534735,21265888
Barbados,BRB,"Population ages 65 and above, total",SP.POP.65UP.TO,29364,29497,29652,29834,30092,30289,30389,30519,30644,30836,31220,31793,32338,32840,33508,34318,35241,36247,37251,38349,39589,40974,42543,44192,45840
Brunei Darussalam,BRN,"Population ages 65 and above, total",SP.POP.65UP.TO,8799,9176,9564,9966,10381,10813,11274,11766,12257,12708,13086,13380,13629,14026,14639,15379,16249,17240,18361,19612,20992,22509,24147,25879,27708
Bhutan,BTN,"Population ages 65 and above, total",SP.POP.65UP.TO,20324,21625,23285,24975,26681,28379,30032,31403,32393,33274,34212,35214,36276,37381,38510,39672,40885,42186,43582,44483,44961,45664,46598,47708,48934
